Year,Month,Day,DocNo,Machine Name,Producted Item.Code,Producted Item.Name,ProducedQty,ScrapQtySum,AvgRejectPct,Reject_Status,RMCount,Reject_Limit_Status,Reject_Limit.AvgRejectPct_Item
2026,April,28,MS-26-04991,SUPERMASTER#25,3WAY-KNOB-4,KNOB FOR 3WAY STOPCOCK-4,,0.01,,No data,1,No data,0.09%
2026,April,28,MS-26-04992,ARBURG#12,IV-NP24-K-1,NEEDLEHOLDERW/PG24W/OSMMPNEEDLEHOLDERW/PG24KAHL,,0.04,,No data,1,No data,0.10%
2026,April,28,MS-26-04993,huarong 33,3WAY-HOU-5,3WAY HOUSING-5,,0.02,,No data,1,No data,0.36%
2026,April,28,MS-26-04994,huarong 32,3WAY-HOU-4,3WAYHOUSING4,,0.02,,No data,1,No data,0.34%
2026,April,25,MS-26-04995, ASSEMBLY AREA,G-070-1432,IVCANNULAWITHOUTPORT24GX13MM SHORT,4500,1494,2.37%,Acceptable 🟢,8,Above usual 🔺,1.44%
2026,April,23,MS-26-04996,ASSEMBLY AREA,G-401-0010,3WAYSTOPCOCKWITH10CMTUBE-STERILE,1857,665,7.16%,High reject 🔴,5,Above usual 🔺,0.40%
2026,April,21,MS-26-04997,ASSEMBLY AREA,G-401-0010,3WAYSTOPCOCKWITH10CMTUBE-STERILE,10500,760,1.45%,Acceptable 🟢,4,Above usual 🔺,0.40%
2026,April,21,MS-26-04998,ASSEMBLY AREA,G-711-34401,PURITY SURGICAL FACE MASKS WITH TIE KNOT,13200,0.26,0.00%,Acceptable 🟢,4,Below usual 🔻,0.33%
2026,April,29,MS-26-04999,Huarong#32,3WAY-HOU-4,3WAYHOUSING4,,0.02,,No data,1,No data,0.34%
2026,April,29,MS-26-05000,HUARONG#33,3WAY-HOU-5,3WAY HOUSING-5,,0.02,,No data,1,No data,0.36%
2026,April,29,MS-26-05001,ARBURG#12,IV-NP-24-K1,NEEDLEHOLDERG24W/P,,0.04,,No data,1,No data,
2026,April,21,MS-26-05002,ASSEMBLY AREA,G-711-34401,PURITY SURGICAL FACE MASKS WITH TIE KNOT,6700,1.02,0.00%,Acceptable 🟢,5,Below usual 🔻,0.33%
2026,April,29,MS-26-05003,SUPER MASTER#23,IV-HS-YL,CATHETERHUBG24W/OP,,0.05,,No data,1,No data,0.23%
2026,April,29,MS-26-05004,Super Master#25,3WAY-KNOB-4,KNOB FOR 3WAY STOPCOCK-4,,0.01,,No data,1,No data,0.09%
2026,April,19,MS-26-05005,PACKIAGING AREA,G-072-2225,IV CANNULA G22X25MM,13500,1.2,0.00%,Acceptable 🟢,2,Below usual 🔻,0.01%
2026,April,19,MS-26-05006,PACKIAGING AREA,G-162-1180,YANKUR SUCTION SET 180CM,2800,3.4,0.06%,Acceptable 🟢,2,Below usual 🔻,0.54%
2026,April,19,MS-26-05007,PACKIAGING AREA,G-162-1180,YANKUR SUCTION SET 180CM,3000,3.4,0.06%,Acceptable 🟢,2,Below usual 🔻,0.54%
2026,April,25,MS-26-05008,PACKIAGING AREA,G-421-2138,IV INFUSION SET 210CM,1250,1.12,0.04%,Acceptable 🟢,2,Below usual 🔻,0.07%
2026,April,22,MS-26-05009,ASSEMBLY AREA,G-711-34401,PURITY SURGICAL FACE MASKS WITH TIE KNOT,23600,0.45999999999999996,0.00%,Acceptable 🟢,2,Below usual 🔻,0.33%
2026,April,29,MS-26-05010,PAK FORM-2,G-371-1450,MUCOUSEXTRACTORWITHNRVSIZECH14-FUNNELCONTROLSTERILE,,1.1400000000000001,,No data,3,No data,0.11%
2026,April,29,MS-26-05011,ZHONGYI-4,G-123-0550,SUCTION CATH F/C CH:05 L-50CM,,1.1400000000000001,,No data,3,No data,0.12%
2026,April,29,MS-26-05012,INJECTION AREA,SUC-CON-T-210,SUCTIONCONNECTINGTUBE210CM,4263,13,0.30%,Acceptable 🟢,1,Below usual 🔻,0.51%
2026,April,29,MS-26-05013,INJECTION AREA,HP-C-T1733120,CONNECTING TUBE L-120 CM FOR HIGH PRESSURE,8035,35,0.44%,Acceptable 🟢,1,Above usual 🔺,0.29%
2026,April,29,MS-26-05014,INJECTION AREA,SUC-CON-T-180,SUCTIONCONNTUBES/S180CM.,3519,19,0.54%,Acceptable 🟢,1,Below usual 🔻,0.68%
2026,April,29,MS-26-05015,INJECTION AREA,SUC-CON-T-180,SUCTIONCONNTUBES/S180CM.,4015,15,0.37%,Acceptable 🟢,1,Below usual 🔻,0.68%
2026,April,29,MS-26-05016,INJECTION AREA,BBT-7MM-5MTR,BABBLESTUBEID=7MMTL=5MT,740,40,5.41%,High reject 🔴,1,Above usual 🔺,2.35%
2026,April,29,MS-26-05017,INJECTION AREA,PET-240ML,PET PLASTIC BOTTLE 240 ML WHITE,3017,60,1.99%,Acceptable 🟢,1,Above usual 🔺,0.79%
2026,April,29,MS-26-05018,INJECTION AREA,GALLON-5LTR-2,GALLON 5 LITER -2,21,1,4.76%,Acceptable 🟢,1,Above usual 🔺,2.89%
2026,April,29,MS-26-05019,INJECTION AREA,GALLON-COV-2-WH,COVER -2 WHITE FOR 5 LTR GALLON -2,2105,30,1.43%,Acceptable 🟢,1,Below usual 🔻,3.69%
2026,April,29,MS-26-05020,INJECTION AREA,GALLON-IC-2-WH,INSERT CAP -2 WHITE FOR 5 LTR GALLON -2,2903,25,0.86%,Acceptable 🟢,1,Above usual 🔺,0.79%
2026,April,29,MS-26-05021,INJECTION AREA,PET-CAP-240ML,CAP FOR BOTTLE PET 240 ML,2310,40,1.73%,Acceptable 🟢,1,At usual ✅,1.73%
2026,April,29,MS-26-05022,INJECTION AREA,PET-CAP-50,PET CAP FOR 50ML BOTTLE,9119,70,0.77%,Acceptable 🟢,1,Above usual 🔺,0.66%
2026,April,29,MS-26-05023,Pak Form-1,G-093-4000,LARYENGEL AIRWAY SIZE 4.0,,1.52,,No data,3,No data,
2026,April,29,MS-26-05024,INJECTION AREA,PVC-66CZV1NA-M,PVCCOMP-MXMED-66CZV1NAM,2620,20,0.76%,Acceptable 🟢,1,Above usual 🔺,0.45%
2026,April,29,MS-26-05025,INJECTION AREA,3WAY-M-CAP,3WAYMALECAP,62887,110,0.17%,Acceptable 🟢,1,Above usual 🔺,0.16%
2026,April,29,MS-26-05026,INJECTION AREA,GU-ADVANCER,GUIDEWIREADVANCER,2635,25,0.95%,Acceptable 🟢,1,Below usual 🔻,1.78%
2026,April,29,MS-26-05027,INJECTION AREA,GU-CAP,GUIDEWIRECAP,2419,19,0.79%,Acceptable 🟢,1,Below usual 🔻,1.31%
2026,April,29,MS-26-05028,INJECTION AREA,UM-CAP,URINALMALECOVERCAP,627,5,0.80%,Acceptable 🟢,1,Above usual 🔺,0.49%
2026,April,29,MS-26-05029,INJECTION AREA,F-S-HOLDER,FACESHEILDHOLDER,3902,12,0.31%,Acceptable 🟢,1,Below usual 🔻,0.48%
2026,April,29,MS-26-05030,INJECTION AREA,IV-NP24-K-1,NEEDLEHOLDERW/PG24W/OSMMPNEEDLEHOLDERW/PG24KAHL,35020,20,0.06%,Acceptable 🟢,1,Below usual 🔻,0.10%
2026,April,29,MS-26-05031,INJECTION AREA,BR-FILTER-B,BREATHINGFILTERBIG(HME),2597,22,0.85%,Acceptable 🟢,1,Above usual 🔺,0.29%
2026,April,29,MS-26-05032,INJECTION AREA,YAN-CON-UV,YANKAUERCONNECTORUNIVERSAL,16457,30,0.18%,Acceptable 🟢,1,Below usual 🔻,0.23%
2026,April,29,MS-26-05033,INJECTION AREA,MALE-CON-LL-2,MALE CONNECTOR LUER LOCK NEW,30839,115,0.37%,Acceptable 🟢,1,Above usual 🔺,0.33%
2026,April,29,MS-26-05034,INJECTION AREA,BR-FILTER-COV,BREATHINGFILTERCOVER,3293,10,0.30%,Acceptable 🟢,1,Below usual 🔻,0.45%
2026,April,29,MS-26-05035,INJECTION AREA,BB-HOLDER,HOLDERFORBCBAG,189,5,2.65%,Acceptable 🟢,1,Above usual 🔺,0.48%
2026,April,29,MS-26-05036,INJECTION AREA,IV-HS-YL,CATHETERHUBG24W/OP,23932,30,0.13%,Acceptable 🟢,1,Below usual 🔻,0.23%
2026,April,29,MS-26-05037,INJECTION AREA,3WAY-KNOB-4,KNOB FOR 3WAY STOPCOCK-4,24872,20,0.08%,Acceptable 🟢,1,Below usual 🔻,0.09%
2026,April,29,MS-26-05038,INJECTION AREA,YAN-H-CTV,YANKAUERHANDLECTV,7983,48,0.60%,Acceptable 🟢,1,Below usual 🔻,0.65%
2026,April,29,MS-26-05039,INJECTION AREA,EP-UNIV,ENDPLUG-2,44187,17,0.04%,Acceptable 🟢,1,Below usual 🔻,0.08%
2026,April,29,MS-26-05040,INJECTION AREA,3WAY-HOU-4,3WAYHOUSING4,14265,16,0.11%,Acceptable 🟢,1,Below usual 🔻,0.34%
2026,April,29,MS-26-05041,INJECTION AREA,3WAY-HOU-5,3WAY HOUSING-5,7183,17,0.24%,Acceptable 🟢,1,Below usual 🔻,0.36%
2026,April,29,MS-26-05042,PAK FORM- 1,G-093-5000,LARYENGEL AIRWAY SIZE 5.0,,1.2000000000000002,,No data,3,No data,0.77%
2026,April,29,MS-26-05043,Huarong#32,3WAY-HOU-4,3WAYHOUSING4,,0.02,,No data,1,No data,0.34%
2026,April,29,MS-26-05044,HUARONG#33,3WAY-HOU-5,3WAY HOUSING-5,,0.02,,No data,1,No data,0.36%
2026,April,29,MS-26-05045,HUARONG#28,GALLON-IC-2-WH,INSERT CAP -2 WHITE FOR 5 LTR GALLON -2,,0.17,,No data,2,No data,0.79%
2026,April,29,MS-26-05046,HUARONG#30,GALLON-COV-2-WH,COVER -2 WHITE FOR 5 LTR GALLON -2,,0.55,,No data,2,No data,3.69%
2026,April,29,MS-26-05047,SUPERMASTER#23,IV-HS-YL,CATHETERHUBG24W/OP,,0.03,,No data,1,No data,0.23%
2026,April,29,MS-26-05048,SUPERMASTER#25,3WAY-KNOB-4,KNOB FOR 3WAY STOPCOCK-4,,0.01,,No data,1,No data,0.09%
2026,April,29,MS-26-05049,ARBURG#12,IV-NP24-K-1,NEEDLEHOLDERW/PG24W/OSMMPNEEDLEHOLDERW/PG24KAHL,,0.04,,No data,1,No data,0.10%
2026,April,29,MS-26-05050,huarong 32,3WAY-HOU-4,3WAYHOUSING4,,0.02,,No data,1,No data,0.34%
2026,April,29,MS-26-05051,huarong 33,3WAY-HOU-5,3WAY HOUSING-5,,0.02,,No data,1,No data,0.36%
