Year,Month,Day,DocNo,Machine Name,Producted Item.Code,Producted Item.Name,ProducedQty,ScrapQtySum,AvgRejectPct,Reject_Status,RMCount,Reject_Limit_Status,Reject_Limit.AvgRejectPct_Item
2026,April,26,MS-26-04826,INJECTION AREA,SUC-CON-T-270,SUCTIONCONNTUBES/S270MINI,3615,15,0.41%,Acceptable 🟢,1,Below usual 🔻,0.47%
2026,April,26,MS-26-04827,INJECTION AREA,SUC-CON-T-180,SUCTIONCONNTUBES/S180CM.,4513,13,0.29%,Acceptable 🟢,1,Below usual 🔻,0.68%
2026,April,26,MS-26-04828,INJECTION AREA,FEM-CON-EXT,FEM.CONECTORFOREXTENTONTUBE,415,10,2.41%,Acceptable 🟢,1,Above usual 🔺,2.24%
2026,April,26,MS-26-04829,INJECTION AREA,BR-EXT-N-180,Breathing Extendable Tube L-180cm Neonate,51,1,1.96%,Acceptable 🟢,1,Above usual 🔺,1.23%
2026,April,26,MS-26-04830,SUPER MASTER,3WAY-KNOB-4,KNOB FOR 3WAY STOPCOCK-4,,0.01,,No data,2,No data,0.09%
2026,April,26,MS-26-04831,INJECTION AREA,BIO-SP-B-24,BIOHAZARD SPECIMEN TRANSPORT BAG 24 CM,893,13,1.46%,Acceptable 🟢,1,Below usual 🔻,1.56%
2026,April,26,MS-26-04832,INJECTION AREA,P-FLM-18,POCKET FILM 18 CM,487,5,1.03%,Acceptable 🟢,1,Below usual 🔻,1.61%
2026,April,26,MS-26-04833,Huarong#32,3WAY-HOU-4,3WAYHOUSING4,,0,,No data,1,No data,0.34%
2026,April,26,MS-26-04834,INJECTION AREA,P-FLM-7,POKETFILM7CM,188,5,2.66%,Acceptable 🟢,1,Above usual 🔺,1.85%
2026,April,26,MS-26-04835,INJECTION AREA,POLY-FLM-12,POLY FILM L-12CM,67,2,2.99%,Acceptable 🟢,1,Above usual 🔺,2.89%
2026,April,26,MS-26-04836,HUARONG#33,3WAY-HOU-5,3WAY HOUSING-5,,0.02,,No data,1,No data,0.36%
2026,April,26,MS-26-04837,INJECTION AREA,PET-CAP-50,PET CAP FOR 50ML BOTTLE,11742,10,0.09%,Acceptable 🟢,1,Below usual 🔻,0.66%
2026,April,26,MS-26-04838,INJECTION AREA,SUC-CON-T-180,SUCTIONCONNTUBES/S180CM.,4106,106,2.58%,Acceptable 🟢,1,Above usual 🔺,0.68%
2026,April,26,MS-26-04839,INJECTION AREA,HP-C-T1733120,CONNECTING TUBE L-120 CM FOR HIGH PRESSURE,6525,25,0.38%,Acceptable 🟢,1,Above usual 🔺,0.29%
2026,April,26,MS-26-04840,HUARONG#31,EP-UNIV,ENDPLUG-2,,0.01,,No data,3,No data,0.08%
2026,April,26,MS-26-04841,NEW KAHLE,BU-070-1432,IV CANNULA WITHOUT PORT 14G NEEDLE LENGTH-32MM,,28.41,,No data,5,No data,
2026,April,26,MS-26-04842,ZHONGYI-4,G-123-1650,SUCTION CATH F/C CH:16 L-50CM,,2.16,,No data,6,No data,0.25%
2026,April,26,MS-26-04843,INJECTION AREA,BC-H-CAP,BC BAG HOLDER CAP,12967,35,0.27%,Acceptable 🟢,1,Below usual 🔻,0.36%
2026,April,26,MS-26-04844,INJECTION AREA,3WAY-M-CAP,3WAYMALECAP,61714,48,0.08%,Acceptable 🟢,1,Below usual 🔻,0.16%
2026,April,26,MS-26-04845,INJECTION AREA,IV-BS-2,BLOODSTOPPER-2,6010,10,0.17%,Acceptable 🟢,1,Above usual 🔺,0.06%
2026,April,26,MS-26-04846,Thera-650,G-401-0010,3WAYSTOPCOCKWITH10CMTUBE-STERILE,,1.08,,No data,5,No data,0.40%
2026,April,26,MS-26-04847,INJECTION AREA,F-S-HOLDER,FACESHEILDHOLDER,3206,26,0.81%,Acceptable 🟢,1,Above usual 🔺,0.48%
2026,April,26,MS-26-04848,INJECTION AREA,IV-NP24-K-1,NEEDLEHOLDERW/PG24W/OSMMPNEEDLEHOLDERW/PG24KAHL,34520,20,0.06%,Acceptable 🟢,1,Below usual 🔻,0.10%
2026,April,26,MS-26-04849,INJECTION AREA,YAN-CON-UV,YANKAUERCONNECTORUNIVERSAL,16632,26,0.16%,Acceptable 🟢,1,Below usual 🔻,0.23%
2026,April,26,MS-26-04850,INJECTION AREA,MALE-CON-LL-2,MALE CONNECTOR LUER LOCK NEW,27745,65,0.23%,Acceptable 🟢,1,Below usual 🔻,0.33%
2026,April,26,MS-26-04851,INJECTION AREA,FEM-CON-EXT,FEM.CONECTORFOREXTENTONTUBE,7567,405,5.35%,High reject 🔴,1,Above usual 🔺,2.24%
2026,April,26,MS-26-04852,INJECTION AREA,YAN-H-CTV,YANKAUERHANDLECTV,1399,20,1.43%,Acceptable 🟢,1,Above usual 🔺,0.65%
2026,April,26,MS-26-04853,INJECTION AREA,YAN-H-CTV,YANKAUERHANDLECTV,6115,35,0.57%,Acceptable 🟢,1,Below usual 🔻,0.65%
2026,April,26,MS-26-04854,INJECTION AREA,IV-HS-YL,CATHETERHUBG24W/OP,23685,28,0.12%,Acceptable 🟢,1,Below usual 🔻,0.23%
2026,April,26,MS-26-04855,INJECTION AREA,3WAY-KNOB-4,KNOB FOR 3WAY STOPCOCK-4,21361,38,0.18%,Acceptable 🟢,1,Above usual 🔺,0.09%
2026,April,26,MS-26-04856,INJECTION AREA,EP-UNIV,ENDPLUG-2,45382,17,0.04%,Acceptable 🟢,1,Below usual 🔻,0.08%
2026,April,26,MS-26-04857,INJECTION AREA,3WAY-HOU-4,3WAYHOUSING4,14614,31,0.21%,Acceptable 🟢,1,Below usual 🔻,0.34%
2026,April,26,MS-26-04858,INJECTION AREA,3WAY-HOU-5,3WAY HOUSING-5,14351,18,0.13%,Acceptable 🟢,1,Below usual 🔻,0.36%
2026,April,26,MS-26-04859,INJECTION AREA,BC-H-CAP,BC BAG HOLDER CAP,12963,30,0.23%,Acceptable 🟢,1,Below usual 🔻,0.36%
2026,April,26,MS-26-04860,INJECTION AREA,3WAY-M-CAP,3WAYMALECAP,61700,35,0.06%,Acceptable 🟢,1,Below usual 🔻,0.16%
2026,April,26,MS-26-04861,INJECTION AREA,F-S-HOLDER,FACESHEILDHOLDER,2363,17,0.72%,Acceptable 🟢,1,Above usual 🔺,0.48%
2026,April,26,MS-26-04862,INJECTION AREA,IV-NP24-K-1,NEEDLEHOLDERW/PG24W/OSMMPNEEDLEHOLDERW/PG24KAHL,34786,36,0.10%,Acceptable 🟢,1,Above usual 🔺,0.10%
2026,April,26,MS-26-04863,INJECTION AREA,YAN-CON-UV,YANKAUERCONNECTORUNIVERSAL,16282,35,0.21%,Acceptable 🟢,1,Below usual 🔻,0.23%
2026,April,26,MS-26-04864,INJECTION AREA,MALE-CON-LL-2,MALE CONNECTOR LUER LOCK NEW,29158,70,0.24%,Acceptable 🟢,1,Below usual 🔻,0.33%
2026,April,26,MS-26-04865,INJECTION AREA,YAN-H-CTV,YANKAUERHANDLECTV,2200,20,0.91%,Acceptable 🟢,1,Above usual 🔺,0.65%
2026,April,26,MS-26-04866,INJECTION AREA,IV-HS-YL,CATHETERHUBG24W/OP,23926,24,0.10%,Acceptable 🟢,1,Below usual 🔻,0.23%
2026,April,26,MS-26-04867,INJECTION AREA,3WAY-KNOB-4,KNOB FOR 3WAY STOPCOCK-4,25184,38,0.15%,Acceptable 🟢,1,Above usual 🔺,0.09%
2026,April,26,MS-26-04868,INJECTION AREA,EP-UNIV,ENDPLUG-2,44889,33,0.07%,Acceptable 🟢,1,Below usual 🔻,0.08%
2026,April,26,MS-26-04869,INJECTION AREA,3WAY-HOU-4,3WAYHOUSING4,13694,29,0.21%,Acceptable 🟢,1,Below usual 🔻,0.34%
2026,April,26,MS-26-04870,INJECTION AREA,3WAY-HOU-5,3WAY HOUSING-5,14535,36,0.25%,Acceptable 🟢,1,Below usual 🔻,0.36%
2026,April,26,MS-26-04871,INJECTION AREA,BC-H-CAP,BC BAG HOLDER CAP,12958,25,0.19%,Acceptable 🟢,1,Below usual 🔻,0.36%
2026,April,26,MS-26-04872,INJECTION AREA,3WAY-M-CAP,3WAYMALECAP,60029,30,0.05%,Acceptable 🟢,1,Below usual 🔻,0.16%
2026,April,26,MS-26-04873,INJECTION AREA,GU-ADVANCER,GUIDEWIREADVANCER,1156,46,3.98%,Acceptable 🟢,1,Above usual 🔺,1.78%
2026,April,26,MS-26-04874,INJECTION AREA,GU-CAP,GUIDEWIRECAP,1231,31,2.52%,Acceptable 🟢,1,Above usual 🔺,1.31%
2026,April,26,MS-26-04875,INJECTION AREA,F-S-HOLDER,FACESHEILDHOLDER,3972,12,0.30%,Acceptable 🟢,1,Below usual 🔻,0.48%
2026,April,26,MS-26-04876,INJECTION AREA,UM-CAP,URINALMALECOVERCAP,1190,10,0.84%,Acceptable 🟢,1,Above usual 🔺,0.49%
2026,April,26,MS-26-04877,INJECTION AREA,IV-NP24-K-1,NEEDLEHOLDERW/PG24W/OSMMPNEEDLEHOLDERW/PG24KAHL,34280,30,0.09%,Acceptable 🟢,1,Below usual 🔻,0.10%
2026,April,26,MS-26-04878,INJECTION AREA,YAN-CON-UV,YANKAUERCONNECTORUNIVERSAL,16321,37,0.23%,Acceptable 🟢,1,Above usual 🔺,0.23%
2026,April,26,MS-26-04879,INJECTION AREA,MALE-CON-LL-2,MALE CONNECTOR LUER LOCK NEW,31084,70,0.23%,Acceptable 🟢,1,Below usual 🔻,0.33%
2026,April,26,MS-26-04880,INJECTION AREA,BB-HOLDER,HOLDERFORBCBAG,69,2,2.90%,Acceptable 🟢,1,Above usual 🔺,0.48%
2026,April,26,MS-26-04881,INJECTION AREA,YAN-H-CTV,YANKAUERHANDLECTV,4214,30,0.71%,Acceptable 🟢,1,Above usual 🔺,0.65%
2026,April,26,MS-26-04882,INJECTION AREA,IV-HS-YL,CATHETERHUBG24W/OP,22964,38,0.17%,Acceptable 🟢,1,Below usual 🔻,0.23%
2026,April,26,MS-26-04883,INJECTION AREA,3WAY-KNOB-4,KNOB FOR 3WAY STOPCOCK-4,25604,16,0.06%,Acceptable 🟢,1,Below usual 🔻,0.09%
2026,April,26,MS-26-04884,INJECTION AREA,3WAY-HOU-4,3WAYHOUSING4,14686,20,0.14%,Acceptable 🟢,1,Below usual 🔻,0.34%
2026,April,26,MS-26-04885,INJECTION AREA,3WAY-HOU-5,3WAY HOUSING-5,14530,30,0.21%,Acceptable 🟢,1,Below usual 🔻,0.36%
2026,April,26,MS-26-04886,INJECTION AREA,FEP-24-R-M,FEPTUBEG-24REEL,12100,100,0.83%,Acceptable 🟢,1,Above usual 🔺,0.75%
2026,April,26,MS-26-04887,INJECTION AREA,EP-UNIV,ENDPLUG-2,45695,18,0.04%,Acceptable 🟢,1,Below usual 🔻,0.08%
2026,April,26,MS-26-04888,SUPERMASTER#23,IV-HS-YL,CATHETERHUBG24W/OP,,0.03,,No data,1,No data,0.23%
2026,April,26,MS-26-04889,SUPERMASTER#25,3WAY-KNOB-4,KNOB FOR 3WAY STOPCOCK-4,,0.01,,No data,1,No data,0.09%
2026,April,26,MS-26-04890,ARBURG#12,IV-NP24-K-1,NEEDLEHOLDERW/PG24W/OSMMPNEEDLEHOLDERW/PG24KAHL,,0.04,,No data,1,No data,0.10%
2026,April,27,MS-26-04891,ARBURG#12,IV-NP-24-K1,NEEDLEHOLDERG24W/P,,0.04,,No data,1,No data,
2026,April,27,MS-26-04892,SUPER MASTER #23,IV-HS-YL,CATHETERHUBG24W/OP,,0.05,,No data,1,No data,0.23%
2026,April,27,MS-26-04893,Super Master#25,3WAY-KNOB-4,KNOB FOR 3WAY STOPCOCK-4,,0.01,,No data,1,No data,0.09%
2026,April,27,MS-26-04894,Multivac,G-030-0000,UMBILICAL CORD CLAMP (BEIGE COLOR),,1.06,,No data,3,No data,0.19%
2026,April,27,MS-26-04895,Huarong#32,3WAY-HOU-4,3WAYHOUSING4,,0.02,,No data,1,No data,0.34%
2026,April,27,MS-26-04896,HUARONG#33,3WAY-HOU-5,3WAY HOUSING-5,,0.02,,No data,1,No data,0.36%
2026,April,23,MS-26-04899,ASSEMBLY AREA,G-711-2102,"Face Shield , without sponge Hard Frame type Nose Mouth & Eyes Covered",13200,7700,58.33%,High reject 🔴,1,Above usual 🔺,5.97%
2026,April,27,MS-26-04900,JASU,PET-240ML,PET PLASTIC BOTTLE 240 ML WHITE,15355,55,0.36%,Acceptable 🟢,1,Below usual 🔻,0.79%
2026,April,22,MS-26-04901,ASSEMBLY AREA,G-711-34401,PURITY SURGICAL FACE MASKS WITH TIE KNOT,7500,0.49,0.00%,Acceptable 🟢,4,Below usual 🔻,0.33%
2026,April,22,MS-26-04902,ASSEMBLY AREA,G-401-0010,3WAYSTOPCOCKWITH10CMTUBE-STERILE,13100,237,0.60%,Acceptable 🟢,3,Above usual 🔺,0.40%
2026,April,22,MS-26-04903,ASSEMBLY AREA,G-711-2102,"Face Shield , without sponge Hard Frame type Nose Mouth & Eyes Covered",9380,111,1.18%,Acceptable 🟢,1,Below usual 🔻,5.97%
2026,April,19,MS-26-04905, PAKAING AREA,G-534-1000,TRACHEOSTOMYMASK-ADULT,1270,1.78,0.07%,Acceptable 🟢,2,Below usual 🔻,0.24%
2026,April,19,MS-26-04906, PAKAING AREA,G-571-2800,THORACICCATHETERSTRAIGHT SIZE # 28,529,2,0.19%,Acceptable 🟢,2,At usual ✅,0.19%
2026,April,19,MS-26-04907, PAKAING AREA,G-571-3200,THORACICCATHETERSTRAIGHT SIZE # 32,1010,4,0.20%,Acceptable 🟢,2,Below usual 🔻,0.42%
2026,April,19,MS-26-04908, PAKAING AREA,G-506-1640,ETT WITH SUBGLOTIC SUCTION PORT ORAL/NASAL ( CUFFED ),1020,2.5,0.25%,Acceptable 🟢,1,At usual ✅,0.25%
2026,April,27,MS-26-04909,INJECTION AREA,UM-1000ML,URINALMALEBOTTLE1000ML,2311,11,0.48%,Acceptable 🟢,1,Above usual 🔺,0.43%
2026,April,27,MS-26-04910,INJECTION AREA,SUC-CON-T-270,SUCTIONCONNTUBES/S270MINI,2716,16,0.59%,Acceptable 🟢,1,Above usual 🔺,0.47%
2026,April,27,MS-26-04911,INJECTION AREA,SUC-CON-T-180,SUCTIONCONNTUBES/S180CM.,2309,9,0.39%,Acceptable 🟢,1,Below usual 🔻,0.68%
2026,April,27,MS-26-04912,INJECTION AREA,BC-H-CAP,BC BAG HOLDER CAP,13086,20,0.15%,Acceptable 🟢,1,Below usual 🔻,0.36%
2026,April,27,MS-26-04913,INJECTION AREA,3WAY-M-CAP,3WAYMALECAP,63358,26,0.04%,Acceptable 🟢,1,Below usual 🔻,0.16%
2026,April,27,MS-26-04914,INJECTION AREA,GU-ADVANCER,GUIDEWIREADVANCER,1237,15,1.21%,Acceptable 🟢,1,Below usual 🔻,1.78%
2026,April,27,MS-26-04915,INJECTION AREA,GU-CAP,GUIDEWIRECAP,1010,10,0.99%,Acceptable 🟢,1,Below usual 🔻,1.31%
2026,April,27,MS-26-04916,INJECTION AREA,F-S-HOLDER,FACESHEILDHOLDER,4010,10,0.25%,Acceptable 🟢,1,Below usual 🔻,0.48%
2026,April,27,MS-26-04917,INJECTION AREA,UM-CAP,URINALMALECOVERCAP,1283,5,0.39%,Acceptable 🟢,1,Below usual 🔻,0.49%
2026,April,27,MS-26-04918,INJECTION AREA,IV-NP24-K-1,NEEDLEHOLDERW/PG24W/OSMMPNEEDLEHOLDERW/PG24KAHL,34522,22,0.06%,Acceptable 🟢,1,Below usual 🔻,0.10%
2026,April,27,MS-26-04919,INJECTION AREA,YAN-CON-UV,YANKAUERCONNECTORUNIVERSAL,14845,60,0.40%,Acceptable 🟢,1,Above usual 🔺,0.23%
2026,April,27,MS-26-04920,INJECTION AREA,MALE-CON-LL-2,MALE CONNECTOR LUER LOCK NEW,30752,28,0.09%,Acceptable 🟢,1,Below usual 🔻,0.33%
2026,April,27,MS-26-04921,INJECTION AREA,BB-HOLDER,HOLDERFORBCBAG,1118,10,0.89%,Acceptable 🟢,1,Above usual 🔺,0.48%
2026,April,27,MS-26-04922,INJECTION AREA,YAN-H-CTV,YANKAUERHANDLECTV,4907,20,0.41%,Acceptable 🟢,1,Below usual 🔻,0.65%
2026,April,27,MS-26-04923,INJECTION AREA,IV-HS-YL,CATHETERHUBG24W/OP,24181,35,0.14%,Acceptable 🟢,1,Below usual 🔻,0.23%
2026,April,27,MS-26-04924,INJECTION AREA,3WAY-KNOB-4,KNOB FOR 3WAY STOPCOCK-4,26343,20,0.08%,Acceptable 🟢,1,Below usual 🔻,0.09%
2026,April,27,MS-26-04925,INJECTION AREA,EP-UNIV,ENDPLUG-2,45387,13,0.03%,Acceptable 🟢,1,Below usual 🔻,0.08%
2026,April,27,MS-26-04926,INJECTION AREA,3WAY-HOU-4,3WAYHOUSING4,14420,4,0.03%,Acceptable 🟢,1,Below usual 🔻,0.34%
2026,April,27,MS-26-04927,INJECTION AREA,3WAY-HOU-5,3WAY HOUSING-5,14617,35,0.24%,Acceptable 🟢,1,Below usual 🔻,0.36%
2026,April,27,MS-26-04928,INJECTION AREA,PET-CAP-50,PET CAP FOR 50ML BOTTLE,16694,19,0.11%,Acceptable 🟢,1,Below usual 🔻,0.66%
2026,April,27,MS-26-04929,INJECTION AREA,FEM-CON-EXT,FEM.CONECTORFOREXTENTONTUBE,29077,295,1.01%,Acceptable 🟢,1,Below usual 🔻,2.24%
2026,April,27,MS-26-04930,INJECTION AREA,HP-C-T1733120,CONNECTING TUBE L-120 CM FOR HIGH PRESSURE,8012,12,0.15%,Acceptable 🟢,1,Below usual 🔻,0.29%
2026,April,27,MS-26-04931,INJECTION AREA,EXT-TUBE-15,EXTENSION TUBE L-15 CM,10070,70,0.70%,Acceptable 🟢,1,Above usual 🔺,0.45%
2026,April,27,MS-26-04932,INJECTION AREA,PVC-66CZV1NA-M,PVCCOMP-MXMED-66CZV1NAM,1960,10,0.51%,Acceptable 🟢,1,Above usual 🔺,0.45%
2026,April,27,MS-26-04933,WELDING MACHINE,G-304-0650B,SODIUM BICARBONATE FOR FRESENIUS 5008 HAEMODIALYSIS SYSTEM SZ: 650 GRAM,,24.06,,No data,9,No data,1.05%
2026,April,27,MS-26-04934,Huarong#32,3WAY-HOU-4,3WAYHOUSING4,,0.02,,No data,1,No data,0.34%
2026,April,27,MS-26-04935,HUARON#33,3WAY-HOU-5,3WAY HOUSING-5,,0.02,,No data,1,No data,0.36%
2026,April,26,MS-26-04936,ASSEMBLT AREA,G-711-2102,"Face Shield , without sponge Hard Frame type Nose Mouth & Eyes Covered",16580,12000,72.38%,High reject 🔴,1,Above usual 🔺,5.97%
2026,April,27,MS-26-04937,SUPERMASTER#,IV-HS-YL,CATHETERHUBG24W/OP,,0.03,,No data,1,No data,0.23%
2026,April,27,MS-26-04938,SUPERMASTER#25,3WAY-KNOB-4,KNOB FOR 3WAY STOPCOCK-4,,0.01,,No data,1,No data,0.09%
2026,April,27,MS-26-04939,ARBURG#12,IV-NP24-K-1,NEEDLEHOLDERW/PG24W/OSMMPNEEDLEHOLDERW/PG24KAHL,,0.04,,No data,1,No data,0.10%
2026,April,27,MS-26-04940,huarong 32,3WAY-HOU-4,3WAYHOUSING4,,0.02,,No data,1,No data,0.34%
2026,April,27,MS-26-04941,huarong 33,3WAY-HOU-5,3WAY HOUSING-5,,0.02,,No data,1,No data,0.36%
2026,April,28,MS-26-04942,Huarong#32,3WAY-HOU-4,3WAYHOUSING4,,0.02,,No data,1,No data,0.34%
2026,April,28,MS-26-04943,HUARONG#33,3WAY-HOU-5,3WAY HOUSING-5,,0.02,,No data,1,No data,0.36%
2026,April,28,MS-26-04944,ARBURG#12,IV-NP-24-K1,NEEDLEHOLDERG24W/P,,0.04,,No data,1,No data,
2026,April,28,MS-26-04945,SUPER MASTER#23,IV-HS-YL,CATHETERHUBG24W/OP,,0.05,,No data,1,No data,0.23%
2026,April,28,MS-26-04946,SUPER MASTER #25,3WAY-KNOB-4,KNOB FOR 3WAY STOPCOCK-4,,0.01,,No data,1,No data,0.09%
2026,April,28,MS-26-04947,JASU,PET-240ML,PET PLASTIC BOTTLE 240 ML WHITE,25079,79,0.32%,Acceptable 🟢,1,Below usual 🔻,0.79%
2026,April,23,MS-26-04948,ASSEMBLY AREA,G-304-0650B,SODIUM BICARBONATE FOR FRESENIUS 5008 HAEMODIALYSIS SYSTEM SZ: 650 GRAM,2100,51.9,0.36%,Acceptable 🟢,7,Below usual 🔻,1.05%
2026,April,25,MS-26-04949,ASSEMBLY AREA,G-304-0650B,SODIUM BICARBONATE FOR FRESENIUS 5008 HAEMODIALYSIS SYSTEM SZ: 650 GRAM,3264,84.61,0.37%,Acceptable 🟢,7,Below usual 🔻,1.05%
2026,April,28,MS-26-04950,INJECTION AREA,PVC-66CZV1NA-M,PVCCOMP-MXMED-66CZV1NAM,1960,10,0.51%,Acceptable 🟢,1,Above usual 🔺,0.45%
2026,April,28,MS-26-04951,ZHONGYI-4,G-112-1050,FEEDING TUBE SIZE 10-50CM,,1.1400000000000001,,No data,3,No data,0.26%
2026,April,28,MS-26-04952,INJECTION AREA,BC-H-CAP,BC BAG HOLDER CAP,5363,30,0.56%,Acceptable 🟢,1,Above usual 🔺,0.36%
2026,April,28,MS-26-04953,INJECTION AREA,3WAY-M-CAP,3WAYMALECAP,61703,37,0.06%,Acceptable 🟢,1,Below usual 🔻,0.16%
2026,April,28,MS-26-04954,INJECTION AREA,GU-ADVANCER,GUIDEWIREADVANCER,2075,20,0.96%,Acceptable 🟢,1,Below usual 🔻,1.78%
2026,April,28,MS-26-04955,INJECTION AREA,GU-CAP,GUIDEWIRECAP,1615,15,0.93%,Acceptable 🟢,1,Below usual 🔻,1.31%
2026,April,28,MS-26-04956,INJECTION AREA,F-S-HOLDER,FACESHEILDHOLDER,3970,16,0.40%,Acceptable 🟢,1,Below usual 🔻,0.48%
2026,April,28,MS-26-04957,INJECTION AREA,UM-CAP,URINALMALECOVERCAP,2892,20,0.69%,Acceptable 🟢,1,Above usual 🔺,0.49%
2026,April,28,MS-26-04958,INJECTION AREA,IV-NP24-K-1,NEEDLEHOLDERW/PG24W/OSMMPNEEDLEHOLDERW/PG24KAHL,36026,26,0.07%,Acceptable 🟢,1,Below usual 🔻,0.10%
2026,April,28,MS-26-04959,INJECTION AREA,YAN-CON-UV,YANKAUERCONNECTORUNIVERSAL,16875,20,0.12%,Acceptable 🟢,1,Below usual 🔻,0.23%
2026,April,28,MS-26-04960,INJECTION AREA,MALE-CON-LL-2,MALE CONNECTOR LUER LOCK NEW,30179,35,0.12%,Acceptable 🟢,1,Below usual 🔻,0.33%
2026,April,28,MS-26-04961,INJECTION AREA,BB-HOLDER,HOLDERFORBCBAG,1288,12,0.93%,Acceptable 🟢,1,Above usual 🔺,0.48%
2026,April,28,MS-26-04962,INJECTION AREA,IV-HS-YL,CATHETERHUBG24W/OP,23688,30,0.13%,Acceptable 🟢,1,Below usual 🔻,0.23%
2026,April,28,MS-26-04963,INJECTION AREA,YAN-H-CTV,YANKAUERHANDLECTV,2971,20,0.67%,Acceptable 🟢,1,Above usual 🔺,0.65%
2026,April,28,MS-26-04964,INJECTION AREA,YAN-H-CTV,YANKAUERHANDLECTV,1824,11,0.60%,Acceptable 🟢,1,Below usual 🔻,0.65%
2026,April,28,MS-26-04965,INJECTION AREA,3WAY-KNOB-4,KNOB FOR 3WAY STOPCOCK-4,26359,36,0.14%,Acceptable 🟢,1,Above usual 🔺,0.09%
2026,April,28,MS-26-04966,INJECTION AREA,EP-UNIV,ENDPLUG-2,43345,30,0.07%,Acceptable 🟢,1,Below usual 🔻,0.08%
2026,April,22,MS-26-04967,ASSEMBLY AREA,G-214-15BP,SMALL BORE Y EXTENSION SET WITH TWO,450,17,1.89%,Acceptable 🟢,2,At usual ✅,1.89%
2026,April,28,MS-26-04968,INJECTION AREA,3WAY-HOU-4,3WAYHOUSING4,14688,22,0.15%,Acceptable 🟢,1,Below usual 🔻,0.34%
2026,April,22,MS-26-04969,ASSEMBLY AREA,G-580-0100,CORRUGATEDTUBELENGTH40INCH-100CM-STERILE,400,4,1.00%,Acceptable 🟢,1,Above usual 🔺,0.91%
2026,April,25,MS-26-04970,ASSEMBLY AREA,G-711-2102,"Face Shield , without sponge Hard Frame type Nose Mouth & Eyes Covered",2700,27,1.00%,Acceptable 🟢,1,Below usual 🔻,5.97%
2026,April,25,MS-26-04971,PACKIAGING AREA,G-112-1050,FEEDING TUBE SIZE 10-50CM,2094,16,0.26%,Acceptable 🟢,3,At usual ✅,0.26%
2026,April,23,MS-26-04972,PACKIAGING AREA,G-123-0650,SUCTION CATH F/C CH:06 50CM,597,7,0.39%,Acceptable 🟢,3,Above usual 🔺,0.30%
2026,April,23,MS-26-04973,PACKIAGING AREA,G-123-0850,SUCTION CATHETER FINGER CONTROL VALVE L-50 CM SZ-08,10000,28,0.09%,Acceptable 🟢,3,Below usual 🔻,0.15%
2026,April,22,MS-26-04974,PACKIAGING AREA,G-120-1440,SUCTION CATH F/C CH14 L.40CM,6000,3,0.03%,Acceptable 🟢,2,Below usual 🔻,0.05%
2026,April,28,MS-26-04975,NEW KAHLE,BU-070-1432,IV CANNULA WITHOUT PORT 14G NEEDLE LENGTH-32MM,,28.41,,No data,5,No data,
2026,April,28,MS-26-04976,Huarong#32,3WAY-HOU-4,3WAYHOUSING4,,0.02,,No data,1,No data,0.34%
2026,April,28,MS-26-04977,HUARONG#33,3WAY-100CM,3WAY STOPCOCK-100CM,,0.02,,No data,1,No data,
2026,April,28,MS-26-04978,HUARONG#31,EP-UNIV,ENDPLUG-2,,0.04,,No data,3,No data,0.08%
2026,April,28,MS-26-04979,SAJU#3,PET-240ML,PET PLASTIC BOTTLE 240 ML WHITE,,0.64,,No data,2,No data,0.79%
2026,April,28,MS-26-04980,INJECTION AREA,SUC-CON-T-210,SUCTIONCONNECTINGTUBE210CM,3805,5,0.13%,Acceptable 🟢,1,Below usual 🔻,0.51%
2026,April,28,MS-26-04981,INJECTION AREA,SUC-CON-T-180,SUCTIONCONNTUBES/S180CM.,4110,10,0.24%,Acceptable 🟢,1,Below usual 🔻,0.68%
2026,April,28,MS-26-04982,INJECTION AREA,SUC-CON-T-270,SUCTIONCONNTUBES/S270MINI,402,2,0.50%,Acceptable 🟢,1,Above usual 🔺,0.47%
2026,April,28,MS-26-04983,INJECTION AREA,SUC-CON-T-180,SUCTIONCONNTUBES/S180CM.,4015,15,0.37%,Acceptable 🟢,1,Below usual 🔻,0.68%
2026,April,28,MS-26-04984,INJECTION AREA,FEM-CON-EXT,FEM.CONECTORFOREXTENTONTUBE,44808,80,0.18%,Acceptable 🟢,1,Below usual 🔻,2.24%
2026,April,28,MS-26-04985,INJECTION AREA,SUC-CON-T-180,SUCTIONCONNTUBES/S180CM.,4011,11,0.27%,Acceptable 🟢,1,Below usual 🔻,0.68%
2026,April,28,MS-26-04986,INJECTION AREA,SUC-CON-T-180,SUCTIONCONNTUBES/S180CM.,3545,45,1.27%,Acceptable 🟢,1,Above usual 🔺,0.68%
2026,April,28,MS-26-04987,INJECTION AREA,HP-C-T1733120,CONNECTING TUBE L-120 CM FOR HIGH PRESSURE,8015,15,0.19%,Acceptable 🟢,1,Below usual 🔻,0.29%
2026,April,28,MS-26-04988,INJECTION AREA,SUC-CON-T-210,SUCTIONCONNECTINGTUBE210CM,4218,18,0.43%,Acceptable 🟢,1,Below usual 🔻,0.51%
2026,April,28,MS-26-04989,INJECTION AREA,APC-3-HOU-1,Housing for Applicator (D:1.5 cm),1172,10,0.85%,Acceptable 🟢,1,Above usual 🔺,0.57%
2026,April,28,MS-26-04990,SUPERMASTER#23,IV-HS-YL,CATHETERHUBG24W/OP,,0.03,,No data,1,No data,0.23%
